codigo_rec;recinto;Direccion;comuna;region;
1619;ESCUELA ESPAÑA;RENGIFO 400 PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1650;ESCUELA LIBERTAD;IQUIQUE 230 POBLACION LIBERTAD, PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1651;ESCUELA MELIPULLI Y GIMNASIO;AVENIDA PRESIDENTE IBAÑEZ 254-A PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1653;ESCUELA NUMERO 1, ALEMANIA;PASAJE 46 553 POBLACION ANTONIO VARAS NORTE;PUERTO MONTT;DE LOS LAGOS;
1635;ESCUELA PABLO NERUDA;BARRANCAS SIN NUMERO PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1621;ESCUELA REPUBLICA ARGENTINA Y GIMNASIO;GUILLERMO GALLARDO 402 PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1609;ESCUELA RURAL CORRENTOSO;KILOMETRO 31 CAMINO A LAGO CHAPO SIN NUMERO CORRENTOSO;PUERTO MONTT;DE LOS LAGOS;
1610;ESCUELA RURAL HUELMO;CAMINO COSTERO A CALBUCO KILOMETRO 52 SIN NUMERO HUELMO;PUERTO MONTT;DE LOS LAGOS;
1608;ESCUELA RURAL LA CHAMIZA;CARRETERA AUSTRAL KILOMETRO 10 SIN NUMERO CHAMIZA;PUERTO MONTT;DE LOS LAGOS;
1614;ESCUELA RURAL LENCA;CARRETERA AUSTRAL KILOMETRO 33 SIN NUMERO LENCA;PUERTO MONTT;DE LOS LAGOS;
1612;ESCUELA LA VARA;RUTA V-505 CAMINO PUERTO MONTT ALERCE KILOMETRO 7 SIN NUMERO LA VARA;PUERTO MONTT;DE LOS LAGOS;
1611;ESCUELA RURAL MAILLEN ESTERO;SECTOR MAILLEN ESTERO SIN NUMERO ISLA MAILLEN;PUERTO MONTT;DE LOS LAGOS;
1647;ESCUELA RURAL TRAPEN;RUTA 5 SUR KILOMETRO 20 SIN NUMERO SECTOR TRAPEN, PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
3264;GIMNASIO UNIVERSIDAD DE LOS LAGOS;CAMINO CHINQUIHUE KILOMETRO 6 SIN NUMERO PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
3296;INSTITUTO TECNICO FORJADORES DE ALERCE;AVENIDA TRANSVERSAL 3 SIN NUMERO ESQUINA 1 ORIENTE, ALERCE;PUERTO MONTT;DE LOS LAGOS;
1652;LICEO ANDRES BELLO;MAGALLANES 397 PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1623;LICEO COMERCIAL MIRAMAR;DEBER CUMPLIDO 253 PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1622;LICEO COMERCIAL Y GIMNASIO;BUIN 381 PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1638;LICEO POLITECNICO MIRASOL;MAXIMILIANO URIBE 1096 PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1613;LICEO RURAL LAS QUEMAS;RUTA V-60 KILOMETRO 21,1 SIN NUMERO SECTOR LAS QUEMAS;PUERTO MONTT;DE LOS LAGOS;
1643;LICEO TECNICO PROFESIONAL BOSQUE NATIVO;AVENIDA TEPUAL 1120 PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1655;PATAGONIA COLLEGE;VOLCAN CHOSHUENCO SIN NUMERO VALLE VOLCANES, PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1007;ESCUELA BASICA BRISAS DEL MAR;AVENIDA DEL MAR SIN NUMERO TUBUL;ARAUCO;DEL BIOBIO;
3051;THE AMERICAN SCHOOL;VOLCAN MICHIMAVIDA 301 VALLE VOLCANES, PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1628;UNIVERSIDAD AUSTRAL DE CHILE;LOS PINOS SIN NUMERO SECTOR PELLUCO, PUERTO MONTT;PUERTO MONTT;DE LOS LAGOS;
1660;ESCUELA ALBERTO HURTADO;MUÑOZ GAMERO 397 PUERTO OCTAY;PUERTO OCTAY;DE LOS LAGOS;
1659;ESCUELA RURAL LAS CASCADAS;AVENIDA VICENTE PEREZ ROSALES 251 LAS CASCADAS;PUERTO OCTAY;DE LOS LAGOS;
1661;LICEO BENJAMIN MUÑOZ GAMERO;AVENIDA MUÑOZ GAMERO 411 PUERTO OCTAY;PUERTO OCTAY;DE LOS LAGOS;
13158;AUTOSERVICIO LA TEJUELA;RUTA 225 SIN NUMERO PEULLA;PUERTO VARAS;DE LOS LAGOS;
2930;COLEGIO ALTAS CUMBRES;AVENIDA MIRADOR PONIENTE ESQUINA VOLCAN LLAIMA SIN NUMERO PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
1672;COLEGIO FELMER NIKLITSCHEK;FEDERICO ERRAZURIZ 1299 PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
1667;COLEGIO GERMANIA DEL VERBO DIVINO;SAN IGNACIO 1049 PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
9148;COLEGIO INMACULADA CONCEPCION PUERTO VARAS;PURISIMA 895 PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
1668;COLEGIO MIRADOR DEL LAGO;MANUEL BULNES ESQUINA ERRAZURIZ SIN NUMERO PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
1665;COLEGIO NUEVA BRAUNAU;AVENIDA OTTO KLEIN DORNER SIN NUMERO NUEVA BRAUNAU;PUERTO VARAS;DE LOS LAGOS;
3646;COLEGIO PUERTO VARAS;CAMINO VIEJO A LLANQUIHUE, PARCELA 11 SIN NUMERO PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
1669;COLEGIO ROSITA NOVARO;DEL PUENTE 650 PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
3017;ESCUELA RURAL COLONIA RIO SUR;RUTA V- 613 KM 15 COLONIA RIO SUR SIN NUMERO PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
1676;ESCUELA RURAL CRISTO REY;RUTA V- 669 KM 2 SIN NUMERO RALUN;PUERTO VARAS;DE LOS LAGOS;
1664;ESCUELA RURAL EPSON;RUTA 225 KILOMETRO 46 SIN NUMERO ENSENADA;PUERTO VARAS;DE LOS LAGOS;
1671;LICEO PEDRO AGUIRRE CERDA Y GIMNASIO;IMPERIAL ESQUINA DEL ROSARIO SIN NUMERO PUERTO VARAS;PUERTO VARAS;DE LOS LAGOS;
1195;ESCUELA REPUBLICA DE ITALIA;ROBERTO OVALLE 2  ;PENCO;DEL BIOBIO;
1681;COLEGIO CRECER;ORLANDO MONTECINOS 269 POBLACION KANSAS, PURRANQUE;PURRANQUE;DE LOS LAGOS;
1679;ESCUELA BERTOLDO HOFMANN KAHLER;LOS CANELOS 146 CORTE ALTO;PURRANQUE;DE LOS LAGOS;
1678;ESCUELA RURAL LA PAZ;BERNARDO O'HIGGINS 41 CRUCERO;PURRANQUE;DE LOS LAGOS;
1680;ESCUELA RURAL NUEVA ISRAEL;CALLE PRINCIPAL SIN NUMERO HUEYUSCA;PURRANQUE;DE LOS LAGOS;
1682;ESCUELA VILLA LO BURGOS;LAS HERAS 299 PURRANQUE;PURRANQUE;DE LOS LAGOS;
1684;LICEO BICENTENARIO TOMAS BURGOS;ANIBAL PINTO 735 PURRANQUE;PURRANQUE;DE LOS LAGOS;
1686;ESCUELA ENTRE LAGOS Y GIMNASIO;MANUEL RODRIGUEZ 62 ESQUINA HERIBERTO NOVOA, PUYEHUE (ENTRE LAGOS);PUYEHUE;DE LOS LAGOS;
3076;ESCUELA RURAL EL ENCANTO;RUTA INTERNACIONAL 215 KM. 65 INTERIOR SIN NUMERO PUYEHUE;PUYEHUE;DE LOS LAGOS;
1687;LICEO LAS AMERICAS;MANUEL RODRIGUEZ 217 PUYEHUE (ENTRE LAGOS);PUYEHUE;DE LOS LAGOS;
1689;ESCUELA CHILHUE;RENE CARCAMO 300 QUEILEN;QUEILEN;DE LOS LAGOS;
9220;ESCUELA RURAL NEPUE;SECTOR NEPUE SIN NUMERO ISLA TRANQUI;QUEILEN;DE LOS LAGOS;
1691;ESCUELA BASICA SECTOR ORIENTE;ADAN BUSTAMANTE 157 QUELLON;QUELLON;DE LOS LAGOS;
1692;ESCUELA EDUCADORA EULOGIA BORQUEZ PEREZ;SANTOS VARGAS 93 QUELLON;QUELLON;DE LOS LAGOS;
3197;ESCUELA RURAL ADELA GARCIA GARCIA;ESTERO HUILDAD, SECTOR RURAL CURANUE SIN NUMERO QUELLON;QUELLON;DE LOS LAGOS;
1690;ESCUELA RURAL ARTISTICA ALUMNO MARCELO GUENTEO SOLIS;SECTOR RURAL MOLULCO SIN NUMERO QUELLON;QUELLON;DE LOS LAGOS;
1693;LICEO RAYEN MAPU;PRESIDENTE IBAÑEZ 514 QUELLON;QUELLON;DE LOS LAGOS;
1701;ESCUELA BASICA MIL PAISAJES Y GIMNASIO;DIEGO BAHAMONDE 111 QUEMCHI;QUEMCHI;DE LOS LAGOS;
1698;ESCUELA RURAL BORDEMAR (NUEVA);ISLA MECHUQUE SIN NUMERO  ;QUEMCHI;DE LOS LAGOS;
1699;ESCUELA RURAL LINDA VISTA;METAHUE SIN NUMERO ISLAS BUTACHAUQUES;QUEMCHI;DE LOS LAGOS;
1697;ESCUELA RURAL LLIUCO;SECTOR RURAL NORTE SIN NUMERO LLIUCO;QUEMCHI;DE LOS LAGOS;
3071;ESCUELA RURAL TAC;SECTOR RURAL TAC SIN NUMERO ISLA TAC;QUEMCHI;DE LOS LAGOS;
1702;LICEO BICENTENARIO QUEMCHI;AVENIDA JOHNSTONE 375 QUEMCHI;QUEMCHI;DE LOS LAGOS;
1706;ESCUELA RURAL AMANECER 2000;VILLA QUENAC SIN NUMERO ISLA QUENAC;QUINCHAO;DE LOS LAGOS;
3145;ESCUELA RURAL LA CAPILLA;SECTOR LA CAPILLA SIN NUMERO ISLA CAGUACH;QUINCHAO;DE LOS LAGOS;
1704;ESCUELA RURAL LA VILLA;SECTOR LA VILLA SIN NUMERO ISLA CHAULINEC;QUINCHAO;DE LOS LAGOS;
9287;ESCUELA RURAL LLINGUA;SECTOR LA PUNTA SIN NUMERO ISLA LLINGUA;QUINCHAO;DE LOS LAGOS;
2892;ESCUELA RURAL LOS PINOS;SECTOR RURAL LOS PINOS SIN NUMERO ISLA LIN LIN;QUINCHAO;DE LOS LAGOS;
1703;ESCUELA RURAL OSTRICULTURA Y GIMNASIO;SECTOR RURAL APIAO SIN NUMERO ISLA APIAO;QUINCHAO;DE LOS LAGOS;
1705;ESCUELA RURAL SAN FRANCISCO;SECTOR RURAL SAN FRANCISCO SIN NUMERO ISLA MEULIN;QUINCHAO;DE LOS LAGOS;
1707;LICEO BICENTENARIO INSULAR ENSEÑANZA BASICA Y GIMNASIO;PEDRO MONTT 12 QUINCHAO (ACHAO);QUINCHAO;DE LOS LAGOS;
2995;COLEGIO ARTURO PRAT CHACON;MICHIMALONGO 2555 SECTOR LAS CANCHAS;TALCAHUANO;DEL BIOBIO;
1708;LICEO BICENTENARIO INSULAR ENSEÑANZA MEDIA Y GIMNASIO;PROGRESO 71 QUINCHAO (ACHAO);QUINCHAO;DE LOS LAGOS;
1709;COLEGIO RIACHUELO;MANUEL BALMACEDA 490 RIACHUELO;RIO NEGRO;DE LOS LAGOS;
1711;ESCUELA RIO NEGRO;PEDRO MONTT 880 RIO NEGRO;RIO NEGRO;DE LOS LAGOS;
1712;LICEO JOSE TORIBIO MEDINA;AVENIDA PADRE ALBERTO HURTADO 21 RIO NEGRO;RIO NEGRO;DE LOS LAGOS;
1715;COLEGIO TECNICO PROFESIONAL MISION SAN JUAN DE LA COSTA;MISION SAN JUAN DE LA COSTA SIN NUMERO MISION DE LA COSTA;SAN JUAN DE LA COSTA;DE LOS LAGOS;
1716;LICEO POLITECNICO ANTULAFKEN;AVENIDA NUEVA NORTE SUR SIN NUMERO PUAUCHO, SAN JUAN DE LA COSTA;SAN JUAN DE LA COSTA;DE LOS LAGOS;
1717;COLEGIO BICENTENARIO DE EXCELENCIA QUILACAHUIN;MISION QUILACAHUIN SIN NUMERO SAN PABLO;SAN PABLO;DE LOS LAGOS;
1718;ESCUELA DELICIO CARDENAS BUSTAMANTE Y GIMNASIO;COVARRUBIAS 199 SAN PABLO;SAN PABLO;DE LOS LAGOS;
1194;ESCUELA PENCO;MAITEN 297  ;PENCO;DEL BIOBIO;
3125;ESCUELA RURAL LA POZA;SECTOR LA POZA SIN NUMERO SAN PABLO;SAN PABLO;DE LOS LAGOS;
1719;LICEO FRAY PABLO DE ROYO;COLON 510 SAN PABLO;SAN PABLO;DE LOS LAGOS;
2597;ESCUELA RURAL CARBONEROS;SECTOR CARBONEROS SIN NUMERO ISLA DEL REY;CORRAL;DE LOS RIOS;
11903;ESCUELA RURAL CHAIHUIN;CARRETERA CHAIHUIN SIN NUMERO  ;CORRAL;DE LOS RIOS;
2917;ESCUELA RURAL LA AGUADA;AVENIDA CAUPOLICAN 500 SECTOR LA AGUADA;CORRAL;DE LOS RIOS;
2599;ESCUELA BASICA JOSE MANUEL BALMACEDA F.;BALMACEDA 485 FUTRONO;FUTRONO;DE LOS RIOS;
2601;ESCUELA FRONTERIZA DE LLIFEN;CAMINO FUTRONO A LLIFEN KM 19 SIN NUMERO  ;FUTRONO;DE LOS RIOS;
2598;ESCUELA RURAL CURRIÑE;CURRIÑE CAMINO A MAIHUE KM 50 SIN NUMERO  ;FUTRONO;DE LOS RIOS;
11922;ESCUELA RURAL ISLA HUAPI;ISLA HUAPI SIN NUMERO  ;FUTRONO;DE LOS RIOS;
2602;ESCUELA RURAL NONTUELA;BELLAVISTA SIN NUMERO NONTUELA;FUTRONO;DE LOS RIOS;
2600;LICEO SAN CONRADO DE FUTRONO;PADRE LEODEGARIO 236 FUTRONO;FUTRONO;DE LOS RIOS;
2603;COLEGIO DE CULTURA Y DIFUSION ARTISTICA;PADRE HURTADO 570 ESQ. RICARDO BOETTCHER;LA UNION;DE LOS RIOS;
2604;COLEGIO TECNICO PROFESIONAL HONORIO OJEDA VALDERAS;ESMERALDA 951  ;LA UNION;DE LOS RIOS;
2606;ESCUELA DIFERENCIAL VILLA SAN JOSE;MANUEL RODRIGUEZ 958  ;LA UNION;DE LOS RIOS;
2609;ESCUELA PRESIDENTE JORGE ALESSANDRI R.;RICARDO SIEGLE 231  ;LA UNION;DE LOS RIOS;
11957;ESCUELA RURAL CHOROICO;RUTA T-667 SIN NUMERO SECTOR CHOROICO;LA UNION;DE LOS RIOS;
11966;ESCUELA RURAL LOS ESTEROS;SECTOR LOS ESTEROS SIN NUMERO  ;LA UNION;DE LOS RIOS;
11967;ESCUELA RURAL MASHUE;CAMINO LLANCACURA KILOMETRO 27 SIN NUMERO SECTOR DE MASHUE;LA UNION;DE LOS RIOS;
2612;ESCUELA RURAL PUERTO NUEVO;CAMINO PUERTO NUEVO KM 48  ;LA UNION;DE LOS RIOS;
2964;LICEO BICENTENARIO INGENIERO RICARDO FENNER RUEDI;RUTA T-74 KM 7 SIN NUMERO LA UNION;LA UNION;DE LOS RIOS;
2611;LICEO RECTOR ABDON ANDRADE COLOMA;ARTURO PRAT 369  ;LA UNION;DE LOS RIOS;
2613;COMPLEJO EDUCACIONAL IGNAO;CAMINO PRINCIPAL SIN NUMERO IGNAO;LAGO RANCO;DE LOS RIOS;
11981;ESCUELA PARTICULAR RUPUMEICA BAJO;RUPUMEICA BAJO SIN NUMERO  ;LAGO RANCO;DE LOS RIOS;
11982;ESCUELA RURAL CALCURRUPE;RUTA T-85 SIN NUMERO SECTOR CALCURRUPE INTERIOR;LAGO RANCO;DE LOS RIOS;
2615;ESCUELA RURAL RIÑINAHUE;CAMINO BAJO A EPULAFQUEN SIN NUMERO RIÑINAHUE;LAGO RANCO;DE LOS RIOS;
2610;ESCUELA RADIMADI;ADOLFO WEIDELINER 211  ;LA UNION;DE LOS RIOS;
11998;ESCUELA PARTICULAR RURAL JUAN PABLO II;ESTACION PURULON SIN NUMERO  ;LANCO;DE LOS RIOS;
2619;LICEO POLIVALENTE CAMILO HENRIQUEZ G.;CALLE UNION 441 LANCO;LANCO;DE LOS RIOS;
2620;LICEO REPUBLICA DEL BRASIL;DARIO SALAS 139 MALALHUE;LANCO;DE LOS RIOS;
2623;ESCUELA NEVADA;CALLE LOS ALMENDROS SIN NUMERO POBLACION LOS PINOS;LOS LAGOS;DE LOS RIOS;
2624;ESCUELA NUEVA COLLILELFU;SANTIAGO GAETE 112 POBLACION COLLILELFU;LOS LAGOS;DE LOS RIOS;
2625;ESCUELA NUEVA ESPAÑA;CALLE QUINCHILCA 599  ;LOS LAGOS;DE LOS RIOS;
2621;ESCUELA RURAL ANTILHUE;RICARDO ALARCON 448  ;LOS LAGOS;DE LOS RIOS;
10541;COLEGIO TERRAUSTRAL OESTE S.A;CUATRO PONIENTE 1817 EL ABRAZO;MAIPU;METROPOLITANA DE SANTIAGO;
12025;ESCUELA RURAL EL SALTO;SECTOR EL SALTO SIN NUMERO LOCALIDAD EL SALTO;LOS LAGOS;DE LOS RIOS;
2627;ESCUELA RURAL ENRIQUE HEVIA LABBE;RUTA T-45 SIN NUMERO SECTOR RIÑIHUE;LOS LAGOS;DE LOS RIOS;
2622;ESCUELA RURAL FOLILCO;RUTA T - 531 SIN NUMERO SECTOR FOLILCO;LOS LAGOS;DE LOS RIOS;
2626;LICEO ALBERTO BLEST GANA;AVENIDA 11 SEPTIEMBRE SIN NUMERO  ;LOS LAGOS;DE LOS RIOS;
12040;ESCUELA RURAL RUNCA;CAMINO A MALIHUE KILOMETRO 8 SIN NUMERO RUTA T-347;MAFIL;DE LOS RIOS;
12041;ESCUELA RURAL SANTA HIGIDIA;CAMINO MALIHUE KM 25 SIN NUMERO SECTOR HUICHACO;MAFIL;DE LOS RIOS;
2629;LICEO SANTO CURA DE ARS;CHACABUCO 510 ESQUINA SAN MARTIN;MAFIL;DE LOS RIOS;
2635;COLEGIO PELCHUQUIN;AVENIDA JOSE ARNOLDO BILBAO SIN NUMERO PELCHUQUIN;MARIQUINA;DE LOS RIOS;
12045;COLEGIO PUFUDI;AVENIDA LAS PERDICES NORTE SIN NUMERO SECTOR PUFUDI;MARIQUINA;DE LOS RIOS;
2631;COLEGIO SAN JOSE;CLODOMIRO CORNUY SIN NUMERO ESQUINA LAS QUINCHAS;MARIQUINA;DE LOS RIOS;
2630;ESCUELA FRAY BERNABE DE LUCERNA;RUTA 5 SUR KM 785 SIN NUMERO SECTOR CIRUELOS;MARIQUINA;DE LOS RIOS;
3029;ESCUELA RURAL ALFONSO OSSES PEREZ;ALEJANDRO PINEDA SIN NUMERO ESTACION MARIQUINA;MARIQUINA;DE LOS RIOS;
2632;ESCUELA VALLE DE MARIQUINA;JOSE PUCHI 1002 FRENTE A PLAZA;MARIQUINA;DE LOS RIOS;
2634;LICEO POLITECNICO PESQUERO MEHUIN;CARLOS ACHARAN ARCE SIN NUMERO SECTOR MEHUIN;MARIQUINA;DE LOS RIOS;
2633;LICEO SAN LUIS DE ALBA;MANUEL VARAS 935 ESQUINA TRINCHERAS;MARIQUINA;DE LOS RIOS;
2640;ESCUELA NUEVA AURORA;GABRIELA MISTRAL 87 PICHIRROPULLI;PAILLACO;DE LOS RIOS;
2637;ESCUELA OLEGARIO MORALES OLIVA;BERNARDO O'HIGGINS 479  ;PAILLACO;DE LOS RIOS;
2638;ESCUELA PROYECTO DE FUTURO;MAC IVER 763  ;PAILLACO;DE LOS RIOS;
2641;ESCUELA ROBERTO OJEDA TORRES;GALVARINO RIVEROS 179 REUMEN;PAILLACO;DE LOS RIOS;
2665;ESCUELA RURAL 21 DE MAYO;RUTA T-65 KM 11 SIN NUMERO ITROPULLI;PAILLACO;DE LOS RIOS;
12102;ESCUELA RURAL ESTRELLA DE CHILE;SECTOR SANTA ROSA GRANDE SIN NUMERO SECTOR SANTA ROSA;PAILLACO;DE LOS RIOS;
2648;CENTRO EDUCACIONAL SAN SEBASTIAN;BERNARDO O'HIGGINS 1027 PANGUIPULLI;PANGUIPULLI;DE LOS RIOS;
2644;COLEGIO MOUNTAIN GREEN SCHOOL;GUIDO BECK DE RAMBERGA 1194 COÑARIPE;PANGUIPULLI;DE LOS RIOS;
2647;COMPLEJO EDUCACIONAL TIERRA DE ESPERANZA;LOS ROBLES KM 56 SIN NUMERO SECTOR NELTUME;PANGUIPULLI;DE LOS RIOS;
2646;ESCUELA BASICA REPUBLICA DE CHILE;EDMUNDO PIEL 2 MELEFQUEN;PANGUIPULLI;DE LOS RIOS;
2650;ESCUELA MANUEL ANABALON SAEZ;ARTURO ALESSANDRI 147 POBLACION ERNESTO PINTO`;PANGUIPULLI;DE LOS RIOS;
3322;ESCUELA PART. PADRE ENRIQUE ROMER;AVENIDA GUIDO BECK DE RAMBERGA 352 COÑARIPE;PANGUIPULLI;DE LOS RIOS;
2674;ESCUELA FERNANDO SANTIVAN;ANDRES BELLO 298  ;VALDIVIA;DE LOS RIOS;
12118;ESCUELA PARTICULAR EL PORVENIR;CAMINO INTERNACIONAL PASO HUA HUM SIN NUMERO PIRIHUEICO;PANGUIPULLI;DE LOS RIOS;
2645;ESCUELA PARTICULAR NUEVA LIQUIÑE;CAMINO INTERNACIONAL KM 70 SIN NUMERO LIQUINE ALTO;PANGUIPULLI;DE LOS RIOS;
12120;ESCUELA PARTICULAR PAMPA NANCUL;ÑANCUL KM 12 SECTOR ÑANCUL;PANGUIPULLI;DE LOS RIOS;
2651;ESCUELA MARIA ALVARADO GARAY;BERNARDO O'HIGGINS 665 PANGUIPULLI;PANGUIPULLI;DE LOS RIOS;
12122;ESCUELA PARTICULAR PUCURA;PUCURA SIN NUMERO SECTOR PUCURA;PANGUIPULLI;DE LOS RIOS;
2642;ESCUELA RURAL LA RINCONADA;VILLA MAGISTERIO 100 CHOSHUENCO;PANGUIPULLI;DE LOS RIOS;
12139;ESCUELA RURAL LAGO AZUL;PUERTO FUY SIN NUMERO PUERTO FUY;PANGUIPULLI;DE LOS RIOS;
2652;LICEO PADRE SIGISFREDO;PLAZOLETA SAN SEBASTIAN 37 PANGUIPULLI;PANGUIPULLI;DE LOS RIOS;
2656;ESCUELA BASICA PATRICIO LYNCH;PATRICIO LYNCH 2004 RIO BUENO;RIO BUENO;DE LOS RIOS;
2657;ESCUELA BASICA RIO BUENO;ARTURO PRAT 990 RIO BUENO;RIO BUENO;DE LOS RIOS;
2658;ESCUELA PAMPA RIOS;18 DE SEPTIEMBRE 1600 RIO BUENO;RIO BUENO;DE LOS RIOS;
12180;ESCUELA RURAL CARIMALLIN BAJO;CARIMALLIN BAJO SIN NUMERO  ;RIO BUENO;DE LOS RIOS;
2653;ESCUELA RURAL COLONIA DIUMEN;SECTOR CAYURRUCA KM 25 RUTA T-85;RIO BUENO;DE LOS RIOS;
2655;ESCUELA RURAL VALLE MANTILHUE BAJO;VALLE MANTILHUE CENTRO SIN NUMERO  ;RIO BUENO;DE LOS RIOS;
12193;ESCUELA RURAL VIVANCO;SECTOR VIVANCO KM 40 RUTA T-853;RIO BUENO;DE LOS RIOS;
2659;LICEO TECNICO PROFESIONAL RIO BUENO;AVENIDA LOS LAURELES 1400 RIO BUENO;RIO BUENO;DE LOS RIOS;
2660;LICEO VICENTE PEREZ ROSALES;EJERCITO LIBERTADOR SIN NUMERO RIO BUENO;RIO BUENO;DE LOS RIOS;
90014;C.P. DE VALDIVIA;AV. RAMON PICARTE 4100  ;VALDIVIA;DE LOS RIOS;
2666;CENTRO EDUC.ADULTOS LUIS MOLL BRIONES;BUERAS 1839  ;VALDIVIA;DE LOS RIOS;
12243;COLEGIO BICENTENARIO HELVECIA;RENE SCHNEIDER 3380 3380  ;VALDIVIA;DE LOS RIOS;
2667;COLEGIO DE MUSICA JUAN SEBASTIAN BACH;HOLZAPFEL 998 ESQUINA AV. ARGENTINA;VALDIVIA;DE LOS RIOS;
2689;COLEGIO DEPORTIVO MUNICIPAL DE VALDIVIA;CALLE BRASIL SIN NUMERO ESQUINA URUGUAY;VALDIVIA;DE LOS RIOS;
678;ESCUELA MUNICIPAL AMERICA;LAUREANO CORNEJO 220  ;MARCHIGUE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
2948;COLEGIO LOS CONQUISTADORES;CAMINO A GUACAMAYO 895 SECTOR LAS MULATAS;VALDIVIA;DE LOS RIOS;
2649;CENTRO EDUCATIVO FERNANDO SANTIVAN;RAMON FREIRE 336 PANGUPULLI;PANGUIPULLI;DE LOS RIOS;
2668;COLEGIO TENIENTE HERNAN MERINO CORREA;VALLE HONDO 2915  ;VALDIVIA;DE LOS RIOS;
12227;COLEGIO WINDSOR SCHOOL;AVENIDA FRANCIA 1965  ;VALDIVIA;DE LOS RIOS;
2690;ESCUELA ANGACHILLA;AVENIDA RENE SCHNEIDER 3770  ;VALDIVIA;DE LOS RIOS;
2664;ESCUELA DE NIEBLA JUAN BOSCH;CALLE DEL CASTILLO 905 NIEBLA;VALDIVIA;DE LOS RIOS;
2670;ESCUELA EL BOSQUE;AVENIDA CIRCUNVALACION SUR 2365 VILLA EL BOSQUE;VALDIVIA;DE LOS RIOS;
2672;ESCUELA ESPAÑA;BEAUCHEF 975  ;VALDIVIA;DE LOS RIOS;
2673;ESCUELA FEDOR DOSTOIEVSKI;AVENIDA ARGENTINA 2310  ;VALDIVIA;DE LOS RIOS;
2675;ESCUELA FRANCIA;DAVID ARELLANO 2727 AVENIDA FRANCIA;VALDIVIA;DE LOS RIOS;
2676;ESCUELA LEONARDO DA VINCI;DOMEYKO 310 BARRIOS BAJOS;VALDIVIA;DE LOS RIOS;
12249;ESCUELA RURAL CURIÑANCO;CARRETERA CURIÑANCO SIN NUMERO 40 KM;VALDIVIA;DE LOS RIOS;
12250;ESCUELA RURAL HUELLELHUE;RUTA T - 35 SIN NUMERO SECTOR HUELLELHUE;VALDIVIA;DE LOS RIOS;
13168;GIMNASIO LICEO INDUSTRIAL VALDIVIA;SAN LUIS SIN NUMERO POB SAN LUIS;VALDIVIA;DE LOS RIOS;
3570;GIMNASIOS INSTITUTO SALESIANO;PICARTE 840  ;VALDIVIA;DE LOS RIOS;
2679;INST. SUPERIOR DE ADMINISTRACION Y TURISMO;DOMEYKO 398 BARRIOS BAJOS;VALDIVIA;DE LOS RIOS;
2680;INSTITUTO COMERCIAL DE VALDIVIA;PEREZ ROSALES 774  ;VALDIVIA;DE LOS RIOS;
2681;INSTITUTO ITALIA DE VALDIVIA;RAUL CARABANTE SIN NUMERO ESQUINA AV. FRANCIA;VALDIVIA;DE LOS RIOS;
2685;INSTITUTO RECURSOS RENOVABLES Y TECNOLOGIA;JOSE MUÑOZ HERMOSILLA 175 SECTOR REGIONAL;VALDIVIA;DE LOS RIOS;
2683;LICEO BICENTENARIO CIUDAD DE LOS RIOS VALDIVIA;AVENIDA PEDRO MONTT 2100  ;VALDIVIA;DE LOS RIOS;
2684;LICEO INDUSTRIAL VALDIVIA;RENE SCHNEIDER 188  ;VALDIVIA;DE LOS RIOS;
2662;LICEO LAS ANIMAS;AVENIDA PEDRO AGUIRRE CERDA 1002 SECTOR LAS ANIMAS;VALDIVIA;DE LOS RIOS;
2687;LICEO TECNICO VALDIVIA;AVENIDA RAMON PICARTE 2305  ;VALDIVIA;DE LOS RIOS;
13167;UNIVERSIDAD SANTO TOMAS;AV. RAMON PICARTE 1160  ;VALDIVIA;DE LOS RIOS;
13189;UNIVERSIDAD TECNOLOGICA DE CHILE - INACAP;AVENIDA PEDRO AGUIRRE CERDA 2115 LAS ANIMAS;VALDIVIA;DE LOS RIOS;
